ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
US-0520,small_airport,Delva Field Airport,545,NA,US,US-TX,Van,00TX,,00TX,"-95.67313, 32.544452"
US-0521,small_airport,Ross Airport,890,NA,US,US-OH,Wakeman,26OH,,26OH,"-82.3561167, 41.2098056"
US-0524,small_airport,J & H Airport,3903,NA,US,US-TX,Wildorado,5TS7,,5TS7,"-102.1516056, 35.201725"
US-0529,small_airport,Hodges Field Airport,455,NA,US,US-GA,Americus,4GA0,,4GA0,"-84.1299667, 32.1234861"
US-0530,small_airport,Riverbend Ranch Airport,1272,NA,US,US-KS,Augusta,77KS,,77KS,"-96.841453, 37.647486"
US-0533,small_airport,Arland Airport,1352,NA,US,US-KS,Bennington,00AR,,00AR,"-97.602305, 38.968768"
US-0534,small_airport,Gaitros STOL Airport,683,NA,US,US-IL,Cerro Gordo,88IL,,88IL,"-88.733277, 39.942276"
US-0553,small_airport,Younglove/Otterbach Airport,694,NA,US,US-IL,Earlville,IL55,,IL55,"-88.99904, 41.535651"
US-0554,small_airport,Corn Alley 2 Airport,728,NA,US,US-IL,El Paso,74IL,,74IL,"-89.016593, 40.755681"
US-0555,small_airport,Sawtooth Airport,1550,NA,US,US-AZ,Eloy,AZ04,,AZ04,"-111.68153, 32.660846"
US-0556,small_airport,Flying Gluepie Ranch Airport,1451,NA,US,US-CA,Fiddletown,74CA,,74CA,"-120.803483, 38.467604"
US-0557,small_airport,Joseph Scott Airport,1059,NA,US,US-MO,Fredericktown,MU22,,MU22,"-90.194266, 37.688677"
US-0558,small_airport,Crag Mountain Airport,487,NA,US,US-AK,Sutton,52AK,,52AK,"-148.908783, 61.704033"
US-0560,small_airport,Tommy's Field Airport,1561,NA,US,US-TN,Greenville,4TN5,,4TN5,"-82.6325, 36.150833"
US-0561,small_airport,Sands Airport,4310,NA,US,US-ID,Horseshoe Bend,ID67,,ID67,"-116.2627083, 43.8606806"
US-0562,small_airport,Serenity Field Airport,76,NA,US,US-LA,Independence,14LA,,14LA,"-90.536051, 30.615509"
US-0563,small_airport,Happy Landings Airport,700,NA,US,US-TN,Birchwood,4TN1,,4TN1,"-84.960956, 35.371547"
US-0569,small_airport,Fokker Field,50,NA,US,US-LA,Bush,2LA8,,2LA8,"-89.873134, 30.591771"
US-0571,medium_airport,Williston Basin International Airport (U.C.),2344,NA,US,US-ND,Williston,,,XWA,"-103.748797, 48.258387"
US-0573,small_airport,Fisch RLA Airport,650,NA,US,US-IL,Walnut,IL83,,IL83,"-89.599026, 41.599583"
US-0574,small_airport,Wilt RLA Airport,820,NA,US,US-IL,Walnut,IL76,,IL76,"-89.5525, 41.53375"
US-0576,small_airport,Spring Creek Ranch Airport,933,NA,US,US-OK,Tishomingo,73OK,,73OK,"-96.734861, 34.357027"
US-0578,small_airport,Durin RLA Airport,824,NA,US,US-IL,Steward,IL53,,IL53,"-89.030097, 41.785829"
US-0579,small_airport,Friends Field,621,NA,US,US-IL,Serena,7IL9,,7IL9,"-88.705069, 41.481494"
US-0580,small_airport,Chips Airport,573,NA,US,US-TX,Seguin,TA85,,TA85,"-98.06058, 29.565891"
US-0581,small_airport,Lost Airfield,45,NA,US,US-LA,Church Point,71LA,,71LA,"-92.234197, 30.421204"
US-0583,small_airport,Rancho San Lorenzo Airport,3628,NA,US,US-TX,Clint,TA62,,TA62,"-106.203631, 31.55855"
US-0587,small_airport,Lone Tree Airport,1799,NA,US,US-SD,Crocker,SD59,,SD59,"-97.844861, 45.022277"
US-0588,small_airport,K-John Airport,21,NA,US,US-LA,Crowley,20LS,,20LS,"-92.319794, 30.219711"
US-0589,small_airport,North Fox Island Airport,639,NA,US,US-MI,North Fox Island,,,6Y3,"-85.780422, 45.482269"
US-0590,small_airport,Bison Hill Airport,1304,NA,US,US-OK,Norman,80OK,,80OK,"-97.548228, 35.158382"
US-0593,small_airport,Lynnhaven Field,1100,NA,US,US-VA,McGaheysville,VA49,,VA49,"-78.754443, 38.331111"
US-0597,small_airport,Big Horn County Airport,3025,NA,US,US-MT,Hardin,,,00U,"-107.660472, 45.744416"
US-0600,small_airport,Limerick Airport,362,NA,US,US-ME,Limerick,,,,"-70.777597, 43.6989"
US-0601,small_airport,Stony Mountain Lodge Airport,1197,NA,US,US-AK,Lime Village,AK53,,AK53,"-153.797888, 61.257089"
US-0602,small_airport,Wilkeys Airport,463,NA,US,US-TX,Larue,TA50,,TA50,"-95.635514, 32.175986"
US-0606,small_airport,Sword's Landing Airport,553,NA,US,US-TX,Greenville,77TA,,77TA,"-96.011944, 33.150833"
US-0608,small_airport,Hazel Green Acres Airport,908,NA,US,US-AL,Hazel Green,8AL7,,8AL7,"-86.692304, 34.980471"
US-0611,small_airport,Haymaker Airport,1134,NA,US,US-OK,Hennessey,34OK,,34OK,"-97.8749, 36.04699"
US-0612,small_airport,Hershey Flying Service Field Airport,2899,NA,US,US-NE,Hershey,NE64,,NE64,"-100.97845, 41.162433"
US-0616,small_airport,Flying M Airport,807,NA,US,US-OK,Kingston,12OK,,12OK,"-96.7701472, 34.002175"
US-0618,small_airport,Red Creek Airport,3530,NA,US,US-AK,Lake Louise,AK80,,AK80,"-147.405653, 62.291829"
US-0624,small_airport,Saunders Field,1042,NA,US,US-MO,Osborn,MU31,,MU31,"-94.436362, 39.793541"
US-0626,small_airport,Musselman Airstrip,5505,NA,US,US-UT,Paradise,UT01,,UT01,"-111.802416, 41.51825"
US-0627,small_airport,Haymaker Private Airport,1178,NA,US,US-OK,Dover,35OK,,35OK,"-97.8423583, 36.0539972"
US-0628,small_airport,Heyoka Field,860,NA,US,US-WI,Eau Claire,53WI,,53WI,"-91.58536, 44.742138"
US-0629,small_airport,Squadron Field,947,NA,US,US-KS,Erie,11KS,,11KS,"-95.24195, 37.4611"
US-0630,small_airport,The Flying W Ranch Airport,1160,NA,US,US-GA,Flowery Branch,GA01,,GA01,"-83.936177, 34.176624"
US-0631,small_airport,Papp Airpark,210,NA,US,US-NY,Fort Edward,16NY,,16NY,"-73.563155, 43.251894"
US-0637,small_airport,Peltz Field,1280,NA,US,US-IA,Ringsted,,,8Y8,"-94.562508, 43.265972"
US-0638,small_airport,Dusty Wings Field,289,NA,US,US-AZ,Wellton,,,,"-113.9386, 32.786336"
US-0639,small_airport,Krause Private Airport,2363,NA,US,US-NE,Ansley,NE45,,NE45,"-99.374658, 41.29314"
US-0640,small_airport,Forseth Field,800,NA,US,US-WI,Arena,WI61,,WI61,"-89.997986, 43.091569"
US-0642,small_airport,Malinchak Private Airport,906,NA,US,US-OK,Bristow,OK69,,OK69,"-96.428147, 35.796263"
US-0643,small_airport,Stockwell Field,760,NA,US,US-MO,Brookfield,MU03,,MU03,"-93.14018, 39.714315"
US-0645,small_airport,Slate River Ranch Airport,470,NA,US,US-VA,Buckingham,8VA1,,8VA1,"-78.588408, 37.545017"
US-0648,small_airport,Shockly Field,242,NA,US,US-MS,Caledonia,2MS3,,2MS3,"-88.368611, 33.612916"
US-0649,small_airport,Martin Ranch Airport,1718,NA,US,US-TX,Carta Valley,,,65TS,"-100.584071, 29.712308"
US-0651,small_airport,El Tesoro Ranch Airport,334,NA,US,US-TX,Charlotte,02TS,,02TS,"-98.723095, 28.662641"
US-0654,small_airport,Northwood Airstrip,1275,NA,US,US-WI,Wonewoc,WI54,,WI54,"-90.285, 43.563054"
US-0655,small_airport,Davis Field,1212,NA,US,US-KS,Winfield,2KS4,,2KS4,"-96.9603722, 37.255011"
US-0656,small_airport,McMaster Gliderport,1403,NA,US,US-KS,Wichita,29KS,,29KS,"-97.177341, 37.761289"
US-0657,small_airport,Erickson Airport,1440,NA,US,US-SD,Valley Springs,SD73,,SD73,"-96.517555, 43.584909"
US-0658,small_airport,Weiss Acres Airport,1302,NA,US,US-KS,Viola,24KS,,24KS,"-97.603186, 37.524327"
US-0660,small_airport,Brandes Air Field 2,130,NA,US,US-TX,Sealy,90TS,,90TS,"-96.139293, 29.85693"
US-0661,small_airport,Chandler Ranch Airport,1929,NA,US,US-TX,Sanderson,,,,"-101.736402, 30.456653"
US-0662,small_airport,Dennys Playground Airport,1904,NA,US,US-NE,Royal,NE51,,NE51,"-98.124898, 42.304856"
US-0665,small_airport,Rancho Deluxe Airport,1381,NA,US,US-TX,Edna Hill,81TS,,81TS,"-98.3456028, 31.936408"
US-0670,small_airport,Fairmount Airport,211,NA,US,US-TX,Fairmount,71TS,,71TS,"-93.701897, 31.218655"
US-0671,small_airport,Glass Ranch Airport,2687,NA,US,US-TX,Garden City,TS13,,TS13,"-101.310836, 31.769777"
US-0672,small_airport,Hibbs Airport,2446,NA,US,US-ID,Greenleaf,ID97,,ID97,"-116.858425, 43.665112"
US-0674,small_airport,Rollers Airport,1103,NA,US,US-OK,Hennessey,OK48,,OK48,"-97.848344, 36.155363"
US-0675,small_airport,Bethel Field,1616,NA,US,US-OK,Hinton,OK61,,OK61,"-98.466788, 35.518193"
US-0676,small_airport,Canadian River Corrientes Airport,1534,NA,US,US-OK,Hinton,OK10,,OK10,"-98.430188, 35.539377"
US-0677,small_airport,Ricker Ranch Airport,1665,NA,US,US-OK,Hinton,46OK,,46OK,"-98.451627, 35.475144"
US-0678,small_airport,Riegleman Field,950,NA,US,US-WI,Hustisford,58WI,,58WI,"-88.558332, 43.338527"
US-0679,small_airport,Entz Arts Airport,,NA,US,US-OK,Hydro,,,,"0, 35.4499111"
US-0680,small_airport,Entz Arts Airport,1688,NA,US,US-OK,Hydro,16OK,,16OK,"-98.586213, 35.449911"
US-0682,small_airport,J5 Mike Airport,680,NA,US,US-AL,Woodville,4AL5,,4AL5,"-86.222286, 34.666347"
US-0685,small_airport,Rocky Springs Airpark,649,NA,US,US-AL,Bremen,AL30,,AL30,"-87.077074, 33.988596"
US-0686,small_airport,Treeo Airport,130,NA,US,US-AL,Daphne,4AL3,,4AL3,"-87.822583, 30.591805"
US-0688,small_airport,Fireweed Airport,1320,NA,US,US-AK,McCarthy,0AK8,,0AK8,"-142.97823, 61.42687"
US-0689,small_airport,Entz Home Airport,1613,NA,US,US-OK,Hydro,1OK2,,1OK2,"-98.5375167, 35.50288"
US-0690,small_airport,Entz Oliver Airport,1570,NA,US,US-OK,Hydro,1OK6,,1OK6,"-98.523183, 35.522072"
US-0691,small_airport,South Farm Airport,1657,NA,US,US-OK,Hydro,32OK,,32OK,"-98.615916, 35.499138"
US-0695,small_airport,DJ Farm Airport,85,NA,US,US-FL,Jasper,FA93,,FA93,"-83.144233, 30.456136"
US-0696,small_airport,Shank N Bank Airport,20,NA,US,US-TX,La Ward,08TS,,08TS,"-96.4681889, 28.740058"
US-0698,small_airport,Yancey Creek Ranch Airport,1421,NA,US,US-TX,Lampasas,1TX0,,1TX0,"-98.353051, 31.026952"
US-0699,small_airport,2C Ranch Airport,475,NA,US,US-TX,Laneville,10TS,,10TS,"-94.799815, 31.99788"
US-0700,small_airport,Green Valley Farms Airport,1018,NA,US,US-OK,Lexington,OK64,,OK64,"-97.336944, 34.976388"
US-0702,small_airport,Roland Ranch Airport,614,NA,US,US-TX,Lockhart,30TS,,30TS,"-97.768958, 29.848994"
US-0703,small_airport,Matt Doyle Airpark,7,NA,US,US-TX,Texas City,55TE,,55TE,"-94.904466, 29.418272"
US-0707,small_airport,Helling Airport,3853,NA,US,US-CO,Idalia,CO08,,CO08,"-102.171795, 39.728102"
US-0708,small_airport,McAlister Airpark,1322,NA,US,US-AR,Marble,1AR4,,1AR4,"-93.607222, 36.162222"
US-0710,small_airport,Walnut Grove Airport,366,NA,US,US-PA,Mount Joy,19PN,,19PN,"-76.493138, 40.093043"
US-0711,small_airport,Lemons Airstrip,1417,NA,US,US-OK,Marlow,61OK,,61OK,"-97.928033, 34.683855"
US-0713,small_airport,Trigger Gap Airport,1630,NA,US,US-AR,Berryville,,,17A,"-93.621944, 36.327777"
US-0714,small_airport,Sandy Ridge Farms Airport,334,NA,US,US-AR,Ashdown,57AR,,57AR,"-94.241666, 33.660555"
US-0715,small_airport,Etna Airport,536,NA,US,US-AR,Ozark,2AR1,,2AR1,"-93.84306, 35.369847"
US-0716,small_airport,Pegasus Airpark,1155,NA,US,US-OK,Guthrie,74OK,,74OK,"-97.489284, 35.947724"
US-0718,small_airport,Brown Airstrip,1330,NA,US,US-OK,Marlow,OK81,,OK81,"-97.866694, 34.684141"
US-0720,small_airport,CCR Field,5983,NA,US,US-UT,Bluebell,UT27,,UT27,"-110.20875, 40.303794"
US-0721,small_airport,Pettijohn Acres Landing,1270,NA,US,US-OK,Marlow,84OK,,84OK,"-98.077316, 34.664608"
US-0722,small_airport,T & C Acres Airport,1566,NA,US,US-NY,Richard Springs,12NY,,12NY,"-74.931344, 42.883902"
US-0725,small_airport,Berg Field,783,NA,US,US-OH,Findlay,OH98,,OH98,"-83.687777, 41.033333"
US-0728,small_airport,Turnbull Airport,890,NA,US,US-NY,Bloomfield,48NY,,48NY,"-77.396962, 42.895647"
US-0729,small_airport,Boardman Airfield,1729,NA,US,US-NE,Henderson,NE83,,NE83,"-97.854027, 40.753086"
US-0730,small_airport,Hogg Field,332,NA,US,US-TX,Kennard,TS99,,TS99,"-95.159883, 31.350488"
US-0731,small_airport,Pom Wonderful Airstrip,341,NA,US,US-CA,Del Rey,0CA0,,0CA0,"-119.587113, 36.652744"
US-0733,small_airport,Southfork River Ranch Airport,1490,NA,US,US-ID,Stites,ID11,,ID11,"-115.962222, 46.018888"
US-0735,small_airport,WWD Farms Airport,2895,NA,US,US-TX,Post,,,,"-101.466267, 33.136988"
US-0736,small_airport,Taylor Field,239,NA,US,US-TX,Bivins,TE72,,TE72,"-94.162219, 32.898052"
US-0737,small_airport,Tri-Rotor Ag Services Airport,126,NA,US,US-AZ,Somerton,AZ25,,AZ25,"-114.678947, 32.55705"
US-0740,small_airport,Big Chino Airstrip,4410,NA,US,US-AZ,Paulden,AZ09,,AZ09,"-112.6759, 35.029614"
US-0741,small_airport,Flanders Field,460,NA,US,US-TX,Lott,TS81,,TS81,"-97.07525, 31.157444"
US-0742,medium_airport,34S Airport,,NA,US,US-U-A,,,,,"-16.875, 19.145168"
US-0743,small_airport,23R Airport,,NA,US,US-CA,Los Angeles,,,8559374,"8.4375, 11.523088"
US-0753,small_airport,Mattingly Field,861,NA,US,US-IN,Martinsville,IN58,,IN58,"-86.262923, 39.501336"
US-0755,small_airport,Flyers Park Airport,865,NA,US,US-OH,Newark,OH20,,OH20,"-82.306906, 40.154066"
US-0757,small_airport,La Rue Airport,1010,NA,US,US-OH,Old Washington,OH94,,OH94,"-81.482376, 40.021791"
US-0759,small_airport,Oneida Lake Strip Airport,380,NA,US,US-NY,Oneida,8NY7,,8NY7,"-75.705722, 43.169055"
US-0762,small_airport,M Sansom Ranch Airport,1810,NA,US,US-TX,Paint Rock,06TS,,06TS,"-99.836575, 31.421591"
US-0767,small_airport,Klenawicus Airfield,20,NA,US,US-NY,Shelter Island,NY03,,NY03,"-72.327018, 41.071008"
US-0770,small_airport,Goins Airport,660,NA,US,US-WI,Two Rivers,99WI,,99WI,"-87.631388, 44.179166"
US-0772,small_airport,Wildcat Airport,2385,NA,US,US-TX,Sterling City,46TE,,46TE,"-101.06, 31.849722"
US-0776,small_airport,Itll Do Airfield,153,NA,US,US-TX,Sandia,1XS0,,1XS0,"-97.894114, 27.990591"
US-0777,small_airport,Dow Ranch Airport,330,NA,US,US-TX,Kerens,63TX,,63TX,"-96.177127, 32.010311"
US-0778,small_airport,Flying L Airport,1901,NA,US,US-WA,Glenwood,10WA,,10WA,"-121.274985, 46.0248"
US-0780,small_airport,Paducah Airport,1981,NA,US,US-TX,Paducah,2TS5,,2TS5,"-100.343611, 34.023333"
US-0783,small_airport,Colvin Airport,720,NA,US,US-OH,Bellevue,OH86,,OH86,"-82.828802, 41.345256"
US-0784,small_airport,Glenwood Field,1265,NA,US,US-SD,Beresford,SD29,,SD29,"-96.876605, 43.000891"
US-0785,small_airport,Rock Ridge Airport,1290,NA,US,US-OK,Blanchard,2OK3,,2OK3,"-97.742605, 35.098644"
US-0786,small_airport,Fourth Creek Ranch Airport,2702,NA,US,US-TX,Booker,TS79,,TS79,"-100.396608, 36.324061"
US-0787,small_airport,White Field Airport,43,NA,US,US-FL,Branford,FD95,,FD95,"-82.925027, 29.974944"
US-0790,small_airport,Field of Dreams Airport,90,NA,US,US-FL,Dade City,FD59,,FD59,"-82.240916, 28.470277"
US-0803,small_airport,Red Oak Airport,745,NA,US,US-MO,Owensville,MO48,,MO48,"-91.421386, 38.337308"
US-0804,small_airport,Big Creek Ranch Airstrip,882,NA,US,US-OK,South Coffeyville,OK88,,OK88,"-95.463297, 36.914455"
US-0805,small_airport,Twin Cities,,NA,US,US-U-A,"Tabor City,NC",K5J9,,,"0, 0"
US-0806,small_airport,Pro Agri Airport,3471,NA,US,US-TX,Ropesville,TS84,,TS84,"-102.314005, 33.401761"
US-0807,small_airport,M & M Airfield,530,NA,US,US-NY,Rome,NY53,,NY53,"-75.401271, 43.183793"
US-0808,small_airport,Doren Field,850,NA,US,US-MI,Cedar Springs,77MI,,77MI,"-85.593887, 43.198703"
US-0812,small_airport,Mettler Airport,1362,NA,US,US-SD,Menno,SD77,,SD77,"-97.558545, 43.277774"
US-0813,small_airport,Grandpa's Farm Mendota Airport,727,NA,US,US-IL,Mendota,IL22,,IL22,"-89.132691, 41.521875"
US-0815,small_airport,Horning Farms Airstrip,1100,NA,US,US-OK,Marlow,,,,"-98.014461, 34.730738"
US-0816,small_airport,Malcom Farm Airport,1150,NA,US,US-OK,Marlow,OK91,,OK91,"-98.044016, 34.643097"
US-0817,small_airport,L&L Airport,1416,NA,US,US-OK,Marlow,OK89,,OK89,"-97.898155, 34.693435"
US-0820,small_airport,Aileron Orchards Airport,2872,NA,US,US-AZ,Dolan Springs,AZ49,,AZ49,"-114.132097, 35.788866"
US-0F3,small_airport,Spirit Lake Municipal Airport,1434,NA,US,US-IA,Spirit Lake,,RTL,0F3,"-95.139198303223, 43.387500762939"
US-2FA7,small_airport,Kathrinstadt Airport,10,NA,US,US-FL,Hastings,,,2FA7,"-81.46493530270001, 29.6344356537"
US-32M,small_airport,Norfolk airport,137,NA,US,US-MA,Norfolk MA,,,32M,"-71.37000274658203, 42.12799835205078"
US-3T9,small_airport,Big Bend Ranch State Park Airport,4250,NA,US,US-TX,Presidio,,,3T9,"-103.936996, 29.469601"
US-45AR,small_airport,Moore Farm Airport,220,NA,US,US-AR,England,,,45AR,"-92.0501022339, 34.5500984192"
US-4WI7,small_airport,Gopher Stol Airport,990,NA,US,US-WI,Eleva,,,,"-91.51270294190002, 44.6411018372"
US-58T,small_airport,Heritage Creek Airstrip,883,NA,US,US-TX,Decatur,,,58T,"-97.48419952, 33.16870117"
US-7GA6,small_airport,Holder's Field,740,NA,US,US-GA,Locust Grove,7GA6,,7GA6,"-84.14459991455078, 33.36149978637695"
US-93TX,small_airport,Putz Aero Inc Airport,279,NA,US,US-TX,Calvert,,,,"-96.685501, 30.9149"
US-BRC,small_airport,Black Rock City Airport,3905,NA,US,US-NV,Black Rock City (Burning Man),,,BRC,"-119.23799896240234, 40.733299255371094"
US-CA64,small_airport,Gilbreath Bros Duck Club Airport,220,NA,US,US-CA,Wasco,CA64,,CA64,"-119.5999984741211, 35.6869010925293"
US-CO22,small_airport,Greenhorn Valley Airport,5796,NA,US,US-CO,,,,CO22,"-104.783996582, 37.959701538100006"
US-FL35,small_airport,Eglin Field Nr 2 Airport,159,NA,US,US-FL,Valparaiso,,,FL35,"-86.45079803470001, 30.5776996613"
US-LA36,small_airport,Charlie Airport,240,NA,US,US-LA,Fryeburg,,,LA36,"-93.2342987061, 32.4196014404"
US-LA75,small_airport,Braithwaite Park Airport,4,NA,US,US-LA,Braithwaite,,,LA75,"-89.91950225830001, 29.856300354"
US-PA47,small_airport,Jim Shearer Airport,865,NA,US,US-PA,Albion,,,,"-80.40730285644531, 41.85279846191406"
US-TX54,small_airport,Aero Estates Airport,605,NA,US,US-TX,Celina,TX54,,TX54,"-96.86389923095703, 33.298500061035156"
US0099,small_airport,Murray Airport,2220,NA,US,US-ID,Sandpoint,,,,"-116.507003784, 48.354198455799995"
USW,small_airport,Boggs Field Airport,928,NA,US,US-WV,Spencer,USW,,USW,"-81.348829, 38.823797"
UT00,small_airport,Swains Creek Airport,7780,NA,US,US-UT,Alton,UT00,,UT00,"-112.62200164794922, 37.472198486328125"
UT02,small_airport,Sandy Ranch Airport,5468,NA,US,US-UT,Torrey,UT02,,UT02,"-111.06700134277344, 38.08890151977539"
UT03,small_airport,Hite Airport,3840,NA,US,US-UT,Hanksville,UT03,,UT03,"-110.379123688, 37.8947016926"
UT07,small_airport,Air Village Strip,5800,NA,US,US-UT,Vernal,UT07,,UT07,"-109.59200286865234, 40.42499923706055"
UT08,small_airport,Camp Williams Airfield,4860,NA,US,US-UT,Camp Williams,UT08,,UT08,"-111.930999756, 40.4319000244"
UT09,small_airport,Tavapats Ranch Airport,9200,NA,US,US-UT,Green River,UT09,,UT09,"-110.1510009765625, 39.483299255371094"
UT10,small_airport,Cedar Valley Airport,5000,NA,US,US-UT,Cedar Fort,UT10,,UT10,"-112.01799774169922, 40.357200622558594"
UT13,small_airport,Number 18 Airport,4820,NA,US,US-UT,South Jordan,UT13,,UT13,"-112.01399993896484, 40.563899993896484"
UT15,small_airport,Flying Cal Ute Rancheros Airport,5764,NA,US,US-UT,Paragonah,UT15,,UT15,"-112.76899719238281, 37.9286003112793"
UT17,small_airport,Pfeiler Ranch Airport,7040,NA,US,US-UT,Panguitch,UT17,,UT17,"-112.33200073242188, 37.93220138549805"
UT24,small_airport,Strawberry Valley Estates Airport,8141,NA,US,US-UT,Alton,UT24,,UT24,"-112.6449966430664, 37.49330139160156"
UT25,small_airport,Monument Valley Airport,5192,NA,US,US-UT,Goulding's Lodge,UT25,GMV,UT25,"-110.200996399, 37.016700744599994"
UT26,small_airport,Bryce Woodland Estates Landing Strip,7600,NA,US,US-UT,Hatch,UT26,,UT26,"-112.39199829101562, 37.58440017700195"
UT28,small_airport,Sun Valley Estates Airport,5110,NA,US,US-UT,Lund,UT28,,UT28,"-113.46299743652344, 37.974998474121094"
UT29,small_airport,Jack's Airport,4440,NA,US,US-UT,Tremonton,UT29,,UT29,"-112.19400024414062, 41.7338981628418"
UT30,small_airport,Deer Springs Ranch Airport,6485,NA,US,US-UT,Kanab,UT30,,UT30,"-112.2239990234375, 37.342498779296875"
UT37,small_airport,Carmel Mountain Ranch Airport,5590,NA,US,US-UT,Mount Carmel,UT37,,UT37,"-112.70099639892578, 37.26689910888672"
UT40,small_airport,Payne Field,4228,NA,US,US-UT,Syracuse,UT40,,UT40,"-112.11599731445312, 41.09830093383789"
UT41,small_airport,Glenmar Ranch Airport,5030,NA,US,US-UT,Cedar Fort,UT41,,UT41,"-111.9990005493164, 40.33940124511719"
UT42,small_airport,Westwater Airport,4660,NA,US,US-UT,Cisco,UT42,,UT42,"-109.1449966430664, 39.14670181274414"
UT43,small_airport,Citabriair Airport,5600,NA,US,US-UT,Kanarraville,UT43,,UT43,"-113.24700164794922, 37.63610076904297"
UT47,small_airport,Grassy Meadows/Sky Ranch Landowners Assn Airport,3350,NA,US,US-UT,Hurricane,UT47,,UT47,"-113.314002991, 37.1018981934"
UT48,small_airport,Lbl Farms Airport,4260,NA,US,US-UT,Clinton,UT48,,UT48,"-112.0989990234375, 41.15019989013672"
UT49,small_airport,Desert Aviation Airport,4589,NA,US,US-UT,Delta,UT49,,UT49,"-112.65499877929688, 39.45940017700195"
UT53,small_airport,Sky Ranch Airport,4875,NA,US,US-UT,Moab,UT53,,UT53,"-109.4489974975586, 38.48780059814453"
UT54,small_airport,Crystal Springs Ranch Airport,3671,NA,US,US-UT,Leeds,UT54,,UT54,"-113.33399963378906, 37.253299713134766"
UT57,small_airport,Sulphurdale Airport,6060,NA,US,US-UT,Beaver,UT57,,UT57,"-112.59200286865234, 38.5724983215332"
UT65,small_airport,Goshute Airport,5460,NA,US,US-UT,Ibapah,UT65,,UT65,"-113.97699737548828, 39.99800109863281"
UT67,small_airport,Paradise Air Park,5700,NA,US,US-UT,Tridell,UT67,,UT67,"-109.84700012207031, 40.44110107421875"
UT68,small_airport,Tangri-La Airport,3940,NA,US,US-UT,Moab,UT68,,UT68,"-109.66000366210938, 38.472801208496094"
UT69,small_airport,Pelican Lake Airport,4815,NA,US,US-UT,Randlett,UT69,,UT69,"-109.6719970703125, 40.181400299072266"
UT70,small_airport,Garrison Airport,5225,NA,US,US-UT,Garrison,UT70,,UT70,"-114.03700256347656, 38.964900970458984"
UT74,small_airport,Fry Canyon Field,5372,NA,US,US-UT,Fry Canyon,UT74,,UT74,"-110.16699981689453, 37.64830017089844"
UT75,small_airport,Mineral Canyon Strip,3900,NA,US,US-UT,Moab,UT75,,UT75,"-109.995889664, 38.531583177899996"
UT79,small_airport,3-I Rocker Ranch Airport,4865,NA,US,US-UT,Jensen,UT79,,UT79,"-109.34400177001953, 40.41559982299805"
UT80,small_airport,Hamilton Fort Ranch Airport,5460,NA,US,US-UT,Cedar City,UT80,,UT80,"-113.15899658203125, 37.634700775146484"
UT82,small_airport,Beryl Junction Airport,5181,NA,US,US-UT,Beryl,UT82,,UT82,"-113.64600372314453, 37.709999084472656"
UT83,small_airport,Thunder Ridge Airpark,7050,NA,US,US-UT,Fruitland,UT83,,UT83,"-110.85900115966797, 40.2578010559082"
UT90,small_airport,CAVOK Ranch Airport,5155,NA,US,US-UT,Wellsville,UT90,,UT90,"-111.9037, 41.585369"
UT97,small_airport,Happy Canyon Airport,4934,NA,US,US-UT,Happy Canyon,UT97,,UT97,"-110.29199981689453, 38.15719985961914"
UT99,small_airport,West Desert Airpark,4902,NA,US,US-UT,Cedar Valley,UT99,,UT99,"-112.09300231933594, 40.24259948730469"
VA00,small_airport,Brook Hill Farm Airport,1600,NA,US,US-VA,Steeles Tavern,VA00,,VA00,"-79.1781005859375, 37.928199768066406"
VA02,small_airport,Pace Airport,800,NA,US,US-VA,Ridgeway,VA02,,VA02,"-79.8938980102539, 36.58539962768555"
VA04,small_airport,Barrows Airport,1100,NA,US,US-VA,Fincastle,VA04,,VA04,"-79.92870330810547, 37.49209976196289"
VA06,small_airport,Deer Run Airport,2400,NA,US,US-VA,Floyd,VA06,,VA06,"-80.45449829101562, 36.994300842285156"
VA07,small_airport,Burkes Garden Airport,3060,NA,US,US-VA,Tazewell,VA07,,VA07,"-81.36930084228516, 37.095699310302734"
VA08,small_airport,Longbranch Airport,20,NA,US,US-VA,Kilmarnock,VA08,,VA08,"-76.35880279541016, 37.717098236083984"
VA10,small_airport,Catawba Valley Airport,1720,NA,US,US-VA,Blacksburg,VA10,,VA10,"-80.30139923095703, 37.28010177612305"
VA11,small_airport,White Oak Stand Airport,2100,NA,US,US-VA,Chilhowie,VA11,,VA11,"-81.70120239257812, 36.807899475097656"
VA12,small_airport,Gravely Airport,750,NA,US,US-VA,Martinsville,VA12,,VA12,"-79.7969970703125, 36.64680099487305"
VA13,small_airport,Breezy Knoll Airport,785,NA,US,US-VA,Rustburg,VA13,,VA13,"-79.04280090332031, 37.26539993286133"
VA14,small_airport,Southampton Correctional Center Airport,50,NA,US,US-VA,Capron,VA14,,VA14,"-77.26270294189453, 36.740699768066406"
VA16,small_airport,Centreville Airport,300,NA,US,US-VA,Centreville,VA16,,VA16,"-77.4843978881836, 38.87929916381836"
VA17,small_airport,Mulberry Run Airport,820,NA,US,US-VA,Strasburg,VA17,,VA17,"-78.39219665527344, 39.0359001159668"
VA18,small_airport,Bundoran Airport,840,NA,US,US-VA,Charlottesville,VA18,,VA18,"-78.68219757080078, 37.96849822998047"
