Name,Launch Site,State,Latitude,Longitude,Day,Year
"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020329,2002
"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)",Cape Canaveral,Florida,28.45077,-80.52662,19990215,1999
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)",Ocean Odyssey,California,40.012573,-74.151876,20060412,2006
"JCSat RA (JCSat 12, Japan Communications Satellite 12)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20090821,2009
KazEOSat-1 (Kazcosmos Earth Observation Satellite),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140430,2014
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",Vandenberg AFB,California,34.7425933,-120.5155986,20051019,2005
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",Vandenberg AFB,California,34.7425933,-120.5155986,20110120,2011
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",Vandenberg AFB,California,34.7425933,-120.5155986,20130828,2013
Koreasat 5 (Mugungwha 5),Ocean Odyssey,California,40.012573,-74.151876,20060822,2006
Koreasat 6 (Mugungwha 6),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20101229,2010
Koreasat 7 (Mugungwha 7),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20170504,2017
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",Vandenberg AFB,California,34.7425933,-120.5155986,19971024,1997
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",Vandenberg AFB,California,34.7425933,-120.5155986,20000817,2000
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)",Cape Canaveral,Florida,28.45077,-80.52662,20050430,2005
Landsat 7 ,Vandenberg AFB,California,34.7425933,-120.5155986,19990415,1999
Landsat 8,Vandenberg AFB,California,34.7425933,-120.5155986,20130211,2013
Lemur-2-Angela (Lemur 2F31),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20170418,2017
Lemur-2-Anubhavthakur (Lemur 2-F16),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20161017,2016
Lemur-2-Austintacious (Lemur2-F20),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20161209,2016
Lemur-2-JennyBarna (Lemur 2F30),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20170418,2017
Lemur-2-Redfern-Goes (Lemur 2-F21),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20161209,2016
Lemur-2-RobMoore) (Lemur 2F33),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20170418,2017
Lemur-2-Sokolsky (Lemur 2-F14),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20161017,2016
Lemur-2-SpiroVision) (Lemur 2F32),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20170418,2017
Lemur-2-Trutna (Lemur 2-F18),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20161209,2016
Lemur-2-TrutnaHD (Lemur 2-F19),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20161209,2016
Lemur-2-Wingo (Lemur 2-F17),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20161017,2016
Lemur-2-Xiaoqing (Lemur-2 F15),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,20161017,2016
"LilacSat-1 (QB50-CN02, Zidingxiang-1)",International Space Center,Texas,29.5517223,-95.0985272,20170526,2017
"LINK (QB50-KR01, Little Intelligent Nanosatellite of KAIST)",International Space Center,Texas,29.5517223,-95.0985272,20170518,2017
LMRSTSat (Low Mass Radio Science Transponder Satellite),Cape Canaveral,Florida,28.45077,-80.52662,20151008,2015
Mazaalai (Bird MM),International Space Center,Texas,29.5517223,-95.0985272,20170707,2017
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 -  HRBE [William A. Hiscock Radiation Belt Explorer]),Vandenberg AFB,California,34.7425933,-120.5155986,20111028,2011
Measat 2 (Malaysia East Asia Sat 2),Guiana Space Center,French Guiana,5.21237515,-52.77388327,19961114,1996
Measat 3B (Malaysia East Asia Sat 3B),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140911,2014
"Mercury 1 (Advanced Vortex 1, USA 105)",Cape Canaveral,Florida,28.45077,-80.52662,19940827,1994
"Mercury 2 (Advanced Vortex 2, USA 118)",Cape Canaveral,Florida,28.45077,-80.52662,19960424,1996
"Mercury 3 (NROL 67, USA 250)",Cape Canaveral,Florida,28.45077,-80.52662,20140410,2014
"Meteosat 10 (MSGalaxy-3,MSG 3)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20120705,2012
Meteosat 11 (MSG 4),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150715,2015
"Meteosat 8 (MSGalaxy-1, MSG-1)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020821,2002
"Meteosat 9 (MSGalaxy-2, MSG 2)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20051221,2005
Mexsat-3 (Mexsat Bicentenario),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20121219,2012
Mexsat3 (Morelos-3),Cape Canaveral,Florida,28.45077,-80.52662,20151002,2015
MICROSCOPE (MICRO-Satellite _ tra”n_e Compens_e pour l'Observation du Principe d'Equivalence),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160425,2016
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",Cape Canaveral,Florida,28.45077,-80.52662,19940207,1994
"Milstar DFS-2 (USA 115, Milstar 1-F2) (Military Strategic and Tactical Relay)",Cape Canaveral,Florida,28.45077,-80.52662,19951106,1995
"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",Cape Canaveral,Florida,28.45077,-80.52662,20010227,2001
"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",Cape Canaveral,Florida,28.45077,-80.52662,20020116,2002
Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),Cape Canaveral,Florida,28.45077,-80.52662,20030408,2003
MMS-1 (Magnetospheric Multiscale Mission),Cape Canaveral,Florida,28.45077,-80.52662,20150313,2015
MMS-2 (Magnetospheric Multiscale Mission),Cape Canaveral,Florida,28.45077,-80.52662,20150313,2015
MMS-3 (Magnetospheric Multiscale Mission),Cape Canaveral,Florida,28.45077,-80.52662,20150313,2015
MMS-4 (Magnetospheric Multiscale Mission),Cape Canaveral,Florida,28.45077,-80.52662,20150313,2015
MSAT 1 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,19960420,1996
"MSAT 2 (AMSC-1, ACTel-1)",Cape Canaveral,Florida,28.45077,-80.52662,19950407,1995
MTI (Multispectral Thermal Imager),Vandenberg AFB,California,34.7425933,-120.5155986,20000312,2000
MUOS-1 (Mobile User Objective System 1),Cape Canaveral,Florida,28.45077,-80.52662,20120224,2012
MUOS-2 (Mobile User Objective System 2),Cape Canaveral,Florida,28.45077,-80.52662,20130719,2013
MUOS-3 (Mobile User Objective System 3),Cape Canaveral,Florida,28.45077,-80.52662,20150121,2015
MUOS-4 (Mobile User Objective System 4),Cape Canaveral,Florida,28.45077,-80.52662,20150902,2015
MUOS-5 (Mobile User Objective System 5),Cape Canaveral,Florida,28.45077,-80.52662,20160624,2016
Nanosat-1,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20041218,2004
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",Cape Canaveral,Florida,28.45077,-80.52662,20100528,2010
"Navstar GPS IIF-10 (Navstar SVN 72, PRN 8, USA 262)",Cape Canaveral,Florida,28.45077,-80.52662,20150715,2015
"Navstar GPS IIF-11 (Navstar SVN 73, PRN 10, USA 265)",Cape Canaveral,Florida,28.45077,-80.52662,20151031,2015
"Navstar GPS IIF-12 (Navstar SVN 70, PRN 32, USA 266)",Cape Canaveral,Florida,28.45077,-80.52662,20160205,2016
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",Cape Canaveral,Florida,28.45077,-80.52662,20110716,2011
"Navstar GPS IIF-3 (Navstar SVN 65, PRN 24, USA 239)",Cape Canaveral,Florida,28.45077,-80.52662,20121004,2012
"Navstar GPS IIF-4 (Navstar SVN 66, PRN 27, USA 242)",Cape Canaveral,Florida,28.45077,-80.52662,20130515,2013
"Navstar GPS IIF-5 (Navstar SVN 64, PRN 30, USA 248)",Cape Canaveral,Florida,28.45077,-80.52662,20140221,2014
"Navstar GPS IIF-6 (Navstar SVN 67, PRN 06, USA 251)",Cape Canaveral,Florida,28.45077,-80.52662,20140517,2014
"Navstar GPS IIF-7 (Navstar SVN 68, PRN 09, USA 256)",Cape Canaveral,Florida,28.45077,-80.52662,20140802,2014
"Navstar GPS IIF-8 (Navstar SVN 69, PRN 03, USA 258)",Cape Canaveral,Florida,28.45077,-80.52662,20141029,2014
"Navstar GPS IIF-9 (Navstar SVN 71, PRN 26, USA 260)",Cape Canaveral,Florida,28.45077,-80.52662,20150325,2015
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",Cape Canaveral,Florida,28.45077,-80.52662,20031221,2003
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",Cape Canaveral,Florida,28.45077,-80.52662,20040320,2004
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",Cape Canaveral,Florida,28.45077,-80.52662,20040623,2004
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",Cape Canaveral,Florida,28.45077,-80.52662,20041106,2004
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",Cape Canaveral,Florida,28.45077,-80.52662,19970723,1997
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",Cape Canaveral,Florida,28.45077,-80.52662,19991007,1999
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",Cape Canaveral,Florida,28.45077,-80.52662,20000511,2000
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",Cape Canaveral,Florida,28.45077,-80.52662,20000716,2000
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",Cape Canaveral,Florida,28.45077,-80.52662,20001110,2000
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",Cape Canaveral,Florida,28.45077,-80.52662,20010130,2001
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",Cape Canaveral,Florida,28.45077,-80.52662,20030129,2003
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",Cape Canaveral,Florida,28.45077,-80.52662,20030331,2003
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",Cape Canaveral,Florida,28.45077,-80.52662,20050926,2005
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",Cape Canaveral,Florida,28.45077,-80.52662,20060925,2006
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",Cape Canaveral,Florida,28.45077,-80.52662,20061117,2006
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",Cape Canaveral,Florida,28.45077,-80.52662,20071017,2007
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",Cape Canaveral,Florida,28.45077,-80.52662,20071220,2007
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",Cape Canaveral,Florida,28.45077,-80.52662,20080315,2008
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",Cape Canaveral,Florida,28.45077,-80.52662,20090817,2009
NigeriaEduSat-1 (BIRD NN),International Space Center,Texas,29.5517223,-95.0985272,20170707,2017
Nilesat 102 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20000817,2000
Nilesat 201,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20100804,2010
NJUST-1 (QB50 - CN03),International Space Center,Texas,29.5517223,-95.0985272,20170525,2017
NOAA-15 (NOAA-K),Vandenberg AFB,California,34.7425933,-120.5155986,19980513,1998
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",Vandenberg AFB,California,34.7425933,-120.5155986,20050520,2005
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",Vandenberg AFB,California,34.7425933,-120.5155986,20090206,2009
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Vandenberg AFB,California,34.7425933,-120.5155986,20111028,2011
NROL-76 (USA 276),Cape Canaveral,Florida,28.45077,-80.52662,20170501,2017
Nsight-1 (QB50 - AZ02),International Space Center,Texas,29.5517223,-95.0985272,20170526,2017
NSS-12,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20091029,2009
NSS-5 (Intelsat 803),Guiana Space Center,French Guiana,5.21237515,-52.77388327,19970923,1997
NSS-6 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20021217,2002
NSS-7 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020416,2002
NSS-806 (Intelsat 806),Guiana Space Center,French Guiana,5.21237515,-52.77388327,19980219,1998
NSS-9,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20090211,2009
N-Star C ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020705,2002
NuSTAR (Nuclear Spectroscopic Telescope Array),Kwajalein Island,Marshall Islands,8.7306189,167.7392822,20120613,2012
"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",Kodiak Launch Complex,Alaska,57.4346198,-152.342484,20101120,2010
O3b FM02,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20130625,2013
O3b FM03,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140710,2014
O3b FM04,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20130625,2013
O3b FM05 (Other 3 Billion),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20130625,2013
O3b FM06,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140710,2014
O3B FM07,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140710,2014
O3B FM08,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140710,2014
O3B FM09,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20141218,2014
O3B FM10,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20141218,2014
O3B FM11,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20141218,2014
O3B FM12,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20141218,2014
O3b PFM,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20130625,2013
OCO 2__(Orbiting Carbon Observatory),Vandenberg AFB,California,34.7425933,-120.5155986,20140702,2014
Optsat-3000,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20170801,2017
Optus 10,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140911,2014
Optus and Defence C1 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20030612,2003
Optus D1 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20061013,2006
Optus D2,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20071005,2007
Optus D3,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20090821,2009
ORBCOMM FM-10 (ORBCOMM A2),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19971223,1997
ORBCOMM FM-11 (ORBCOMM A3),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19971223,1997
ORBCOMM FM-12 (ORBCOMM A4),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19971223,1997
ORBCOMM FM-13 (ORBCOMM B1),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980802,1998
ORBCOMM FM-14 (ORBCOMM B2),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980802,1998
ORBCOMM FM-15 (ORBCOMM B3),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980802,1998
ORBCOMM FM-16 (ORBCOMM B4),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980802,1998
ORBCOMM FM-18 (ORBCOMM B6),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980802,1998
ORBCOMM FM-19 (ORBCOMM B7),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980802,1998
ORBCOMM FM-20 (ORBCOMM B8),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980802,1998
ORBCOMM FM-21 (ORBCOMM C1),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980923,1998
ORBCOMM FM-23 (ORBCOMM C3),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980923,1998
ORBCOMM FM-27 (ORBCOMM C7),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19980923,1998
ORBCOMM FM-30 (ORBCOMM D2),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19991204,1999
ORBCOMM FM-31 (ORBCOMM D3),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19991204,1999
ORBCOMM FM-32 (ORBCOMM D4),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19991204,1999
ORBCOMM FM-34 (ORBCOMM D6),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19991204,1999
ORBCOMM FM-35 (ORBCOMM D7),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19991204,1999
ORBCOMM FM-36 (ORBCOMM D8),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19991204,1999
ORBCOMM FM-4 (ORBCOM G2),Vandenberg AFB,California,34.7425933,-120.5155986,19980210,1998
ORBCOMM FM-5 (ORBCOMM A6),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19971223,1997
ORBCOMM FM-6 (ORBCOMM A7),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19971223,1997
ORBCOMM FM-7 (ORBCOMM A8),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19971223,1997
ORBCOMM FM-8 (ORBCOMM A1),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19971223,1997
ORBCOMM FM-9 (ORBCOMM A5),Wallops Flight Facility,Virginia,37.93843385,-75.45752345,19971223,1997
ORBCOMM OG2 FM-103,Cape Canaveral,Florida,28.45077,-80.52662,20140714,2014
ORBCOMM OG2 FM-104,Cape Canaveral,Florida,28.45077,-80.52662,20140714,2014
ORBCOMM OG2 FM-105,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-107,Cape Canaveral,Florida,28.45077,-80.52662,20140714,2014
ORBCOMM OG2 FM-108,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-109,Cape Canaveral,Florida,28.45077,-80.52662,20140714,2014
ORBCOMM OG2 FM-110,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-112,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-113,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-114,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-115,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-116,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-117,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-118,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
ORBCOMM OG2 FM-119,Cape Canaveral,Florida,28.45077,-80.52662,20151222,2015
"ORS-5 (Operationally Responsive Space-5, SensorSat)",Cape Canaveral,Florida,28.45077,-80.52662,20170826,2017
OSNSat (Open Space Network Satellite),International Space Center,Texas,29.5517223,-95.0985272,20170120,2017
Palapa C2 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,19960515,1996
"PAN-1 (Nemesis, Palladium at Night, P360, USA 207)",Cape Canaveral,Florida,28.45077,-80.52662,20090908,2009
ParkinsonSat-1,Cape Canaveral,Florida,28.45077,-80.52662,20150520,2015
"PCSat (Prototype Communications SATellite, Navy-Oscar 44, NO-44)",Kodiak Launch Complex,Alaska,57.4346198,-152.342484,20010930,2001
PeruSat-1,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160916,2016
Phoenix (QB50 - TW01),International Space Center,Texas,29.5517223,-95.0985272,20170418,2017
Pl_iades HR1A,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20111217,2011
Pl_iades HR1B,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20121202,2012
PolyITAN-2-SAU (QB50 - UA01),International Space Center,Texas,29.5517223,-95.0985272,20170527,2017
Proba V (Project for On-Board Autonomy),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20130507,2013
Prometheus 2.1,Vandenberg AFB,California,34.7425933,-120.5155986,20161111,2016
Prometheus 2.2,Vandenberg AFB,California,34.7425933,-120.5155986,20161111,2016
Prometheus 2.3,Cape Canaveral,Florida,28.45077,-80.52662,20170826,2017
Prometheus 2.4,Cape Canaveral,Florida,28.45077,-80.52662,20170826,2017
PropCube-1 (PropCube Merryweather),Cape Canaveral,Florida,28.45077,-80.52662,20151008,2015
PropCube-3 (PropCube Flora),Cape Canaveral,Florida,28.45077,-80.52662,20151008,2015
"Rapid Pathfinder Program (NROL-66, USA 225)",Vandenberg AFB,California,34.7425933,-120.5155986,20110206,2011
Rascom-QAF 1R,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20100804,2010
RAVAN (Radiometer Assessment using Vertically Aligned Nanotubes),Vandenberg AFB,California,34.7425933,-120.5155986,20161111,2016
"SBIRS GEO 1 (Space Based Infrared System Geosynchronous 1, USA 230)",Cape Canaveral,Florida,28.45077,-80.52662,20110507,2011
"SBIRS GEO 2 (Space Based Infrared System Geosynchronous 2, USA 241)",Cape Canaveral,Florida,28.45077,-80.52662,20130319,2013
"SBIRS GEO 3 (Space Based Infrared System Geosynchronous 3, USA 273)",Cape Canaveral,Florida,28.45077,-80.52662,20170120,2017
"SBSS-1 (Space Based Space Surveillance Satellite, SBSS Block 10 SV1, USA 216)",Vandenberg AFB,California,34.7425933,-120.5155986,20100926,2010
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23, Intruder) ",Cape Canaveral,Florida,28.45077,-80.52662,20050203,2005
"SB-WASS 3-3 (Space Based Wide Area Surveillance System) (NOSS 3-3, USA 181, NRO L23, Intruder) ",Cape Canaveral,Florida,28.45077,-80.52662,20050203,2005
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30, Intruder)",Cape Canaveral,Florida,28.45077,-80.52662,20070615,2007
"SB-WASS 3-4 (Space Based Wide Area Surveillance System) NOSS 3-4, USA 194, NRO L30, Intruder)",Cape Canaveral,Florida,28.45077,-80.52662,20070615,2007
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)",Vandenberg AFB,California,34.7425933,-120.5155986,20110415,2011
"SB-WASS 3-5 (Space Based Wide Area Surveillance System) NOSS 3-5, USA 229, NRO L34, Intruder)",Vandenberg AFB,California,34.7425933,-120.5155986,20110415,2011
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36, Intruder)",Vandenberg AFB,California,34.7425933,-120.5155986,20120913,2012
"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36, Intruder)",Vandenberg AFB,California,34.7425933,-120.5155986,20120913,2012
"SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7, USA 264, NRO L55, Intruder)",Vandenberg AFB,California,34.7425933,-120.5155986,20151008,2015
"SB-WASS 3-7 (Space Based Wide Area Surveillance System) NOSS 3-7, USA 264, NRO L55, Intruder)",Vandenberg AFB,California,34.7425933,-120.5155986,20151008,2015
"SB-WASS 3-8 (Space Based Wide Area Surveillance System) NOSS 3-8, USA 274, NRO L79, Intruder)",Vandenberg AFB,California,34.7425933,-120.5155986,20170301,2017
"SB-WASS 3-8 (Space Based Wide Area Surveillance System) NOSS 3-8, USA 274, NRO L79, Intruder)",Vandenberg AFB,California,34.7425933,-120.5155986,20170301,2017
SCD-1 (Sat_lite de Coleta de Dados),Cape Canaveral,Florida,28.45077,-80.52662,19930209,1993
SCD-2 (Sat_lite de Coleta de Dados),Cape Canaveral,Florida,28.45077,-80.52662,19981023,1998
Scisat-1 (Atmospheric Chemistry Experiment),Vandenberg AFB,California,34.7425933,-120.5155986,20030812,2003
SDO (Solar Dynamics Observatory),Cape Canaveral,Florida,28.45077,-80.52662,20100211,2010
"SDS III-4 (Satellite Data System) (NRO L-1, USA 179, Quasar) ",Cape Canaveral,Florida,28.45077,-80.52662,20040831,2004
"SDS III-5 (Satellite Data System) (NRO L-24, USA 198, Quasar) ",Cape Canaveral,Florida,28.45077,-80.52662,20071210,2007
"SDS III-6 (Satellite Data System) NRO L-27, USA 227, Quasar)",Cape Canaveral,Florida,28.45077,-80.52662,20110302,2011
"SDS III-7 (Satellite Data System) NRO L-38, USA 236, Quasar)",Cape Canaveral,Florida,28.45077,-80.52662,20120620,2012
"SDS III-8 (Satellite Data System) NRO L-33, USA 252, Quasar)",Cape Canaveral,Florida,28.45077,-80.52662,20140522,2014
"SDS IV-1 (Satellite Data System, NRO L-61, USA 269, Quasar)",Cape Canaveral,Florida,28.45077,-80.52662,20160728,2016
Sentinel 1A,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140403,2014
Sentinel 1B,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160425,2016
Sentinel 2A,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150623,2015
Sentinel 2B,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20170306,2017
SES-10,Cape Canaveral,Florida,28.45077,-80.52662,20170330,2017
SES-15,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20170518,2017
SES-2,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20110921,2011
