name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
Gunlock,11453,Valid,L3.2,6800,Found,1982,37.28333,-113.78333,"(37.283330, -113.783330)"
Hagersville,11470,Valid,"Iron, IAB complex",30000,Found,1999,42.96667,-80.15,"(42.966670, -80.150000)"
Hale Center (no. 1),11477,Valid,L5,610,Found,1936,34.05,-101.75,"(34.050000, -101.750000)"
Hale Center (no. 2),11478,Valid,H4,695,Found,1936,34.05,-101.75,"(34.050000, -101.750000)"
Hamilton (Texas),11484,Valid,OC,2700,Found,1965,31.59333,-98.25,"(31.593330, -98.250000)"
Hammond,11813,Valid,"Iron, ungrouped",24000,Found,1884,44.91667,-92.43333,"(44.916670, -92.433330)"
Hangman Crossing,11816,Valid,H4,1300,Found,1976,38.91972,-85.94722,"(38.919720, -85.947220)"
Happy (a),11818,Valid,H3,2860,Found,1971,35.68,-101.99333,"(35.680000, -101.993330)"
Happy (b),11819,Valid,OC,2505,Found,1972,34.59333,-101.99333,"(34.593330, -101.993330)"
Happy (c),11820,Valid,OC,884.3,Found,1971,34.58333,-102.05,"(34.583330, -102.050000)"
Happy Canyon,11821,Valid,EL6/7,16300,Found,1971,34.80167,-101.56667,"(34.801670, -101.566670)"
Hardesty,11825,Valid,"Iron, IIIAB",8580,Found,1986,36.57,-101.19,"(36.570000, -101.190000)"
Harding County,11826,Valid,L4,3075,Found,1941,45.5,-103.5,"(45.500000, -103.500000)"
Hardtner,11827,Valid,L6,13000,Found,1972,37.06667,-98.66167,"(37.066670, -98.661670)"
Hardwick,11828,Valid,L4,7800,Found,1937,43.8,-96.16667,"(43.800000, -96.166670)"
Harlowton,11831,Valid,"Iron, IAB-ung",4000,Found,1975,46.43333,-109.83333,"(46.433330, -109.833330)"
Harper Dry Lake 001,11832,Valid,LL3,13,Found,1999,35.05102,-117.30672,"(35.051020, -117.306720)"
Harper Dry Lake 002,11833,Valid,H6,12,Found,1999,35.05067,-117.30095,"(35.050670, -117.300950)"
Harper Dry Lake 003,11834,Valid,L6,95,Found,1999,35.0425,-117.30837,"(35.042500, -117.308370)"
Harper Dry Lake 004,11835,Valid,LL3,37,Found,1999,35.05523,-117.30257,"(35.055230, -117.302570)"
Harper Dry Lake 005,11836,Valid,H6,24,Found,1999,35.05063,-117.30188,"(35.050630, -117.301880)"
Harper Dry Lake 006,11837,Valid,H6,26,Found,1999,35.04722,-117.30752,"(35.047220, -117.307520)"
Harper Dry Lake 007,11838,Valid,H5,166.7,Found,2000,35.04953,-117.26357,"(35.049530, -117.263570)"
Harper Dry Lake 008,11839,Valid,H6,12.5,Found,2000,35.05193,-117.26138,"(35.051930, -117.261380)"
Harper Dry Lake 017,45964,Valid,H6,16.4,Found,2007,35.04102,-117.27465,"(35.041020, -117.274650)"
Harper Dry Lake 018,52983,Valid,H6,39.7,Found,2007,35.0421,-117.27512,"(35.042100, -117.275120)"
Harper Dry Lake 019,45965,Valid,L6,118.7,Found,2007,35.04015,-117.27283,"(35.040150, -117.272830)"
Harper Dry Lake 029,52112,Valid,H6,11.56,Found,2008,35.04568,-117.26658,"(35.045680, -117.266580)"
Harper Dry Lake 036,52853,Valid,L6,85.5,Found,2010,35.03333,-117.28333,"(35.033330, -117.283330)"
Harriman (Of),11840,Valid,"Iron, IVA",30000,Found,1947,35.95,-84.56667,"(35.950000, -84.566670)"
Harriman (Om),11841,Valid,"Iron, IIIAB",13000,Found,1938,35.95,-84.56667,"(35.950000, -84.566670)"
Harrison Township,11843,Valid,L6,3263,Found,1945,38.33333,-101.71167,"(38.333330, -101.711670)"
Harrisonville,11844,Valid,L6,46500,Found,1933,38.65,-94.33333,"(38.650000, -94.333330)"
Hart,56555,Valid,CK3,966,Found,2010,34.37718,-102.11672,"(34.377180, -102.116720)"
Hart Camp,11846,Valid,H6,1200,Found,1970,33.99833,-102.17667,"(33.998330, -102.176670)"
Hartley,11847,Valid,L,2100,Found,1967,35.94167,-102.16,"(35.941670, -102.160000)"
Hartsel,30725,Valid,H4,490,Found,2000,38.83333,-105.8,"(38.833330, -105.800000)"
Haskell,11849,Valid,L5,36000,Found,1909,33.21333,-99.73167,"(33.213330, -99.731670)"
Hasparos,11850,Valid,"Iron, IAB-MG",12880,Found,1935,34,-105.5,"(34.000000, -105.500000)"
Hassayampa,11851,Valid,H4,16000,Found,1963,33.75,-112.66667,"(33.750000, -112.666670)"
Hat Creek,11853,Valid,H4,8900,Found,1939,42.91667,-104.41667,"(42.916670, -104.416670)"
Hatfield,11854,Valid,"Iron, IAB complex",21,Found,1941,34.48333,-94.45,"(34.483330, -94.450000)"
Havana,11857,Valid,"Iron, IAB complex",,Found,301,40.33333,-90.05,"(40.333330, -90.050000)"
Haven,11858,Valid,H6,6100,Found,1950,37.96417,-97.75583,"(37.964170, -97.755830)"
Haviland (a),11860,Valid,H5,1035,Found,1937,37.61667,-99.1,"(37.616670, -99.100000)"
Haviland (b),11861,Valid,H5,2092,Found,1976,37.59667,-99.125,"(37.596670, -99.125000)"
Hawk Springs,11862,Valid,H5,367,Found,1935,41.78333,-104.28333,"(41.783330, -104.283330)"
Haxtun,11863,Valid,H/L4,15500,Found,1975,40.45667,-102.57834,"(40.456670, -102.578340)"
Hayden Creek,11864,Valid,"Iron, IIIAB",270,Found,1895,45,-114,"(45.000000, -114.000000)"
Hayes Center,11865,Valid,L6,4500,Found,1941,40.51667,-101.03333,"(40.516670, -101.033330)"
Hebron,11867,Valid,H6,21820,Found,1965,40.16667,-97.6,"(40.166670, -97.600000)"
Hendersonville,11873,Valid,L5,6000,Found,1901,35.31667,-81.46667,"(35.316670, -81.466670)"
Hereford,11876,Valid,OC,2276,Found,1970,33.795,-102.24167,"(33.795000, -102.241670)"
Hesston,11879,Valid,L6,12900,Found,1951,38.11667,-97.43333,"(38.116670, -97.433330)"
Hickiwan,11881,Valid,H5,1928,Found,1974,32.35833,-112.40889,"(32.358330, -112.408890)"
Hildreth,11885,Valid,L5,3060,Found,1894,40.33333,-99.03333,"(40.333330, -99.033330)"
Hill City,11886,Valid,"Iron, IVA",11700,Found,1947,39.36667,-99.85,"(39.366670, -99.850000)"
Hobbs,11891,Valid,H4,2300,Found,1933,32.73333,-103.1,"(32.733330, -103.100000)"
Hobbs (b),11892,Valid,H5,1600,Found,1933,32.73333,-103.1,"(32.733330, -103.100000)"
Holland's Store,11896,Valid,"Iron, IIAB",12200,Found,1887,34.36667,-85.43333,"(34.366670, -85.433330)"
Holliday,11897,Valid,Iron,12,Found,1950,33.75,-98.83333,"(33.750000, -98.833330)"
Holly,11898,Valid,H4,299,Found,1937,38.06667,-102.1,"(38.066670, -102.100000)"
Holyoke,11900,Valid,H4,11200,Found,1933,40.56667,-102.3,"(40.566670, -102.300000)"
Hope,11905,Valid,"Iron, IAB-MG",6800,Found,1955,33.68333,-93.6,"(33.683330, -93.600000)"
Hopper,11907,Valid,"Iron, IIIAB",1800,Found,1889,36.55,-79.78333,"(36.550000, -79.783330)"
Horace,11908,Valid,H5,19700,Found,1940,38.35,-101.78333,"(38.350000, -101.783330)"
Horse Creek,11910,Valid,"Iron, ungrouped",570,Found,1937,37.58333,-102.76667,"(37.583330, -102.766670)"
Hot Springs,11912,Valid,"Iron, IIIAB",4700,Found,1995,39.66667,-118.96667,"(39.666670, -118.966670)"
Howe,11914,Valid,H5,8630,Found,1938,33.5,-96.6,"(33.500000, -96.600000)"
Hualapai Wash,11917,Valid,L6,240,Found,2000,35.86333,-114.19333,"(35.863330, -114.193330)"
Hualapai Wash 020,11918,Valid,H5,60.9,Found,2003,35.83833,-114.16617,"(35.838330, -114.166170)"
Hualapai Wash 021,11919,Valid,H4,20.5,Found,1997,35.8895,-114.192,"(35.889500, -114.192000)"
Hub,11921,Valid,L5,6452,Found,1991,34.54,-102.59433,"(34.540000, -102.594330)"
Hueco Tanks,11923,Valid,L6,314,Found,1985,31.91667,-106.15,"(31.916670, -106.150000)"
Hueco Tanks (b),11924,Valid,H5,150,Found,1985,31.91667,-106.15,"(31.916670, -106.150000)"
Hugo (stone),11983,Valid,H5,80,Found,1936,39.13333,-103.48333,"(39.133330, -103.483330)"
Hugoton,11984,Valid,H5,350000,Found,1927,37.2,-101.35,"(37.200000, -101.350000)"
Huizopa,11985,Valid,"Iron, IVA",140000,Found,1907,28.9,-108.56667,"(28.900000, -108.566670)"
Hunter,11987,Valid,LL5,74600,Found,1962,36.56,-97.66667,"(36.560000, -97.666670)"
Huntsman,11988,Valid,H4,14500,Found,1910,41.18333,-103,"(41.183330, -103.000000)"
Hyattville,52755,Valid,L6,8911,Found,2008,44.33823,-107.67405,"(44.338230, -107.674050)"
Idalia,11998,Valid,H,7400,Found,1968,39.695,-102.295,"(39.695000, -102.295000)"
Ider,11999,Valid,"Iron, IIIAB",140000,Found,1957,34.68333,-85.65,"(34.683330, -85.650000)"
Illinois Gulch,12024,Valid,"Iron, ungrouped",2500,Found,1899,46.68333,-112.55,"(46.683330, -112.550000)"
Imlay,52855,Valid,L5,770,Found,2009,40.74018,-118.17285,"(40.740180, -118.172850)"
Imperial,12026,Valid,H4,4,Found,1908,32.86667,-115.58333,"(32.866670, -115.583330)"
Indian Valley,12029,Valid,"Iron, IIAB",14100,Found,1887,36.93333,-80.5,"(36.933330, -80.500000)"
Indianola,12030,Valid,L5,4000,Found,1939,40.23333,-100.41667,"(40.233330, -100.416670)"
Ingalls,12033,Valid,H6,226,Found,1937,37.83333,-100.45,"(37.833330, -100.450000)"
Inman,12036,Valid,L/LL3.4,7250,Found,1966,38.25,-97.66667,"(38.250000, -97.666670)"
Ioka,12040,Valid,L3.5,31500,Found,1931,40.25,-110.08333,"(40.250000, -110.083330)"
Iredell,12046,Valid,"Iron, IIAB",1500,Found,1898,31.96667,-97.86667,"(31.966670, -97.866670)"
Iron River,12048,Valid,"Iron, IVA",1420,Found,1889,46.07944,-88.55972,"(46.079440, -88.559720)"
Ivanpah,12062,Valid,"Iron, IIIAB",58000,Found,1880,35.33333,-115.31667,"(35.333330, -115.316670)"
Jackson County,12066,Valid,"Iron, IIIAB",450,Found,1846,36.41667,-85.5,"(36.416670, -85.500000)"
Jamestown,12071,Valid,"Iron, IVA",4000,Found,1885,46.61667,-98.5,"(46.616670, -98.500000)"
Jaralito,12073,Valid,"Iron, IAB-MG",11138,Found,1977,26.26583,-103.885,"(26.265830, -103.885000)"
Jay Bird Springs,47731,Valid,Pallasite,292,Found,2003,32.133333,-82.983333,"(32.133333, -82.983333)"
Jenkins,12080,Valid,"Iron, IAB-MG",55400,Found,1946,36.82444,-93.76111,"(36.824440, -93.761110)"
Jenny's Creek,12081,Valid,"Iron, IAB-MG",12000,Found,1883,37.9,-82.38333,"(37.900000, -82.383330)"
Jerome (Idaho),12082,Valid,L,6800,Found,1954,42.63333,-114.83333,"(42.633330, -114.833330)"
Jerome (Kansas),12083,Valid,L4,29600,Found,1894,38.76667,-100.73333,"(38.766670, -100.733330)"
Joe Wright Mountain,12174,Valid,"Iron, IIIAB",42600,Found,1884,35.76667,-91.5,"(35.766670, -91.500000)"
Johannesburg,55765,Valid,H4,63,Found,2012,35.37788,-117.63728,"(35.377880, -117.637280)"
Johnson City,12197,Valid,L6,10400,Found,1937,37.55,-101.68333,"(37.550000, -101.683330)"
Jonah,12200,Valid,H5,1304,Found,1963,30.625,-97.53333,"(30.625000, -97.533330)"
Jonesboro,12201,Valid,"Iron, IVA",30,Found,1891,36.3,-82.46667,"(36.300000, -82.466670)"
Juanita de Angeles,12204,Valid,H5,85000,Found,1992,28.41667,-105.08333,"(28.416670, -105.083330)"
Julesburg,12208,Valid,L3.6,57900,Found,1983,39.975,-102.26667,"(39.975000, -102.266670)"
Junction,12212,Valid,L5,241,Found,1932,30.5,-99.83333,"(30.500000, -99.833330)"
Jungo 001,50762,Valid,L6,70.7,Found,2007,40.89055,-118.36278,"(40.890550, -118.362780)"
Jungo 002,50763,Valid,H6,27.8,Found,2007,40.89805,-118.35388,"(40.898050, -118.353880)"
Jungo 003,50764,Valid,H6,29.1,Found,2007,40.95805,-118.35305,"(40.958050, -118.353050)"
Kackley,45966,Valid,H4,1368,Found,2006,39.71633,-97.8545,"(39.716330, -97.854500)"
Kaffir (a),12223,Valid,L5,1874.9,Found,1965,34.62333,-101.91667,"(34.623330, -101.916670)"
Kaffir (b),12224,Valid,H4,3500,Found,1966,34.67167,-101.815,"(34.671670, -101.815000)"
Kaffir (c),12225,Valid,L6,7947,Found,1980,34.67167,-101.815,"(34.671670, -101.815000)"
Kaffir (d),12226,Valid,L5,26760,Found,1981,34.67167,-101.815,"(34.671670, -101.815000)"
Kennard,12279,Valid,H5,8200,Found,1961,41.48333,-96.16667,"(41.483330, -96.166670)"
Kalkaska,12234,Valid,"Iron, IIIAB",9399,Found,1947,44.64694,-85.13667,"(44.646940, -85.136670)"
Kalvesta,12237,Valid,H4,10000,Found,1968,38.08333,-100.25,"(38.083330, -100.250000)"
Kansas City (1903),12248,Valid,H5,36000,Found,1903,39.1,-94.63333,"(39.100000, -94.633330)"
Kansas State University,30739,Valid,H4,301,Found,2004,39.27556,-96.25944,"(39.275560, -96.259440)"
Karval,12265,Valid,H5,1104,Found,1936,38.71667,-103.51667,"(38.716670, -103.516670)"
Kaufman,12267,Valid,L5,23000,Found,1893,32.58333,-96.41667,"(32.583330, -96.416670)"
Kearney,12269,Valid,H5,10000,Found,1934,40.68333,-99.06667,"(40.683330, -99.066670)"
Keen Mountain,12271,Valid,"Iron, IIAB",6690,Found,1950,37.21667,-82,"(37.216670, -82.000000)"
Kelly,12273,Valid,LL4,44300,Found,1937,40.46667,-103.03333,"(40.466670, -103.033330)"
Kendall County,12274,Valid,"Iron, IAB-ung",21000,Found,1887,29.4,-98.5,"(29.400000, -98.500000)"
Kenna,12277,Valid,Ureilite,10900,Found,1972,33.9,-103.55333,"(33.900000, -103.553330)"
Kenna (b),12278,Valid,L5,453,Found,1972,33.70833,-103.76667,"(33.708330, -103.766670)"
Kenton County,12280,Valid,"Iron, IIIAB",194000,Found,1889,38.81667,-84.6,"(38.816670, -84.600000)"
Keyes,12287,Valid,L6,142000,Found,1939,36.71667,-102.5,"(36.716670, -102.500000)"
Keystone Lake,57290,Valid,L5,787,Found,2003,36.28402,-96.43701,"(36.284020, -96.437010)"
Kimble County,12311,Valid,H6,153800,Found,1918,30.41667,-99.4,"(30.416670, -99.400000)"
King Tut,12315,Valid,L5,19.51,Found,1997,35.92333,-114.10167,"(35.923330, -114.101670)"
Kingfisher,12317,Valid,L5,8180,Found,1950,35.83333,-97.93333,"(35.833330, -97.933330)"
Kingston,12318,Valid,"Iron, ungrouped",12900,Found,1891,32.9,-107.73333,"(32.900000, -107.733330)"
Klamath Falls,12330,Valid,"Iron, IIIF",17000,Found,1952,42.16667,-121.85,"(42.166670, -121.850000)"
Knowles,12334,Valid,"Iron, IIIAB",161000,Found,1903,36.9,-100.21667,"(36.900000, -100.216670)"
Kofa,12339,Valid,"Iron, IAB-sHH",490,Found,1893,33.5,-114,"(33.500000, -114.000000)"
Kokomo,12340,Valid,"Iron, IVB",1800,Found,1862,40.48333,-86.36667,"(40.483330, -86.366670)"
Kossuth,12350,Valid,"Iron, IVA",5900,Found,1975,40.66667,-84.35,"(40.666670, -84.350000)"
Kramer Creek,12354,Valid,L4,2300,Found,1966,38.3925,-104.17667,"(38.392500, -104.176670)"
Kress (a),12358,Valid,L6,12500,Found,1951,34.35833,-101.73,"(34.358330, -101.730000)"
Kress (b),12359,Valid,L4,2600,Found,1966,34.35833,-101.73,"(34.358330, -101.730000)"
Kress (c),12360,Valid,L6,5600,Found,1978,34.33833,-101.71667,"(34.338330, -101.716670)"
Kress (d),12361,Valid,H5,57,Found,1994,34.38333,-101.71667,"(34.383330, -101.716670)"
Krider,12362,Valid,H6,2386,Found,1978,34.46667,-103.92167,"(34.466670, -103.921670)"
Kumiva Valley,12376,Valid,H5,30.15,Found,2001,40.37972,-119.08639,"(40.379720, -119.086390)"
Kyle,12389,Valid,L6,7780,Found,1965,29.975,-97.86667,"(29.975000, -97.866670)"
La Ci̩nega,51052,Valid,H6,7632,Found,2007,30.20186,-111.93587,"(30.201860, -111.935870)"
La Esmeralda,12398,Valid,L6,483,Found,1999,27.06667,-103.43333,"(27.066670, -103.433330)"
La Grange,12399,Valid,"Iron, IVA",50800,Found,1860,38.4,-85.36667,"(38.400000, -85.366670)"
La Lande,12400,Valid,L5,30000,Found,1933,34.45,-104.13333,"(34.450000, -104.133330)"
La Luz,48962,Valid,H4,4798,Found,2005,33.00383,-105.85083,"(33.003830, -105.850830)"
La Porte,12401,Valid,"Iron, IIIAB",14540,Found,1900,41.6,-86.71667,"(41.600000, -86.716670)"
La Villa,12405,Valid,H4,19800,Found,1956,26.27167,-97.90167,"(26.271670, -97.901670)"
Lac Dodon,12409,Valid,"Iron, IAB complex",800,Found,1993,45.95,-73.91667,"(45.950000, -73.916670)"
Ladder Creek,12410,Valid,L6,35100,Found,1937,38.61667,-101.63333,"(38.616670, -101.633330)"
Lafayette (stone),12412,Valid,Martian (nakhlite),800,Found,1931,40.41667,-86.88333,"(40.416670, -86.883330)"
Lahoma,12432,Valid,L5,21800,Found,1963,36.38333,-98.08333,"(36.383330, -98.083330)"
Lake Murray,12446,Valid,"Iron, IIAB",270000,Found,1933,34.1,-97,"(34.100000, -97.000000)"
Laketon,12448,Valid,L6,3600,Found,1937,35.56667,-100.66667,"(35.566670, -100.666670)"
Lakeview,12449,Valid,H4,1238,Found,1970,34.53333,-101.7,"(34.533330, -101.700000)"
Lakewood,12450,Valid,L6,46500,Found,1955,32.62972,-104.35,"(32.629720, -104.350000)"
Lamesa,12452,Valid,"Iron, IAB-sLM",16900,Found,1981,32.88333,-101.88333,"(32.883330, -101.883330)"
Lamont,12453,Valid,Mesosiderite,38690,Found,1940,38.07778,-96.02639,"(38.077780, -96.026390)"
Lancaster County,12454,Valid,Iron,13000,Found,1903,40.66667,-96.75,"(40.666670, -96.750000)"
Landes,12457,Valid,"Iron, IAB-MG",69800,Found,1930,38.9,-79.18333,"(38.900000, -79.183330)"
Landreth Draw,12459,Valid,H5,,Found,1955,37.25,-98.13333,"(37.250000, -98.133330)"
Lanton,12463,Valid,"Iron, IIIAB",13780,Found,1932,36.53333,-91.8,"(36.533330, -91.800000)"
Larned,50998,Valid,Aubrite-an,28100,Found,1977,38.1995,-99.162,"(38.199500, -99.162000)"
Lasher Creek,12735,Valid,Iron,639.5,Found,1948,42.83333,-74.5,"(42.833330, -74.500000)"
Laughlin,53492,Valid,H5,10,Found,2008,35.16867,-114.455,"(35.168670, -114.455000)"
Laurens County,12741,Valid,"Iron, ungrouped",2150,Found,1857,34.5,-82.03333,"(34.500000, -82.033330)"
Lawrence,12744,Valid,L6,515,Found,1928,38.96667,-95.16667,"(38.966670, -95.166670)"
Lazbuddie,12746,Valid,LL5,8600,Found,1970,34.5,-102.75,"(34.500000, -102.750000)"
Lea County 001,12750,Valid,H5,498,Found,1988,32.03333,-103.15,"(32.033330, -103.150000)"
Lea County 002,12751,Valid,K3,11,Found,1988,32.03333,-103.16667,"(32.033330, -103.166670)"
Lea County 003,12752,Valid,H4,4.91,Found,1999,32.04333,-103.15333,"(32.043330, -103.153330)"
Leander,12753,Valid,L4,760,Found,1940,30.6,-97.9,"(30.600000, -97.900000)"
Lemmon,12762,Valid,H5,6680,Found,1984,45.93333,-102.18333,"(45.933330, -102.183330)"
Leon,12764,Valid,H5,30000,Found,1943,37.66667,-96.76667,"(37.666670, -96.766670)"
Leoville,12766,Valid,CV3,8100,Found,1961,39.63333,-100.46722,"(39.633330, -100.467220)"
Leoville (b),12767,Valid,OC,2500,Found,1969,39.60833,-100.475,"(39.608330, -100.475000)"
Leslie,12771,Valid,H5,895,Found,1968,34.61139,-100.855,"(34.611390, -100.855000)"
Lewiston,14643,Valid,H4,4416,Found,1983,34.00833,-103.60278,"(34.008330, -103.602780)"
Lexington County,14644,Valid,"Iron, IAB-MG",4760,Found,1880,34,-81.25,"(34.000000, -81.250000)"
Lick Creek,14647,Valid,"Iron, IIAB",1240,Found,1879,35.66667,-80.25,"(35.666670, -80.250000)"
Lider (a),14648,Valid,L5,2160,Found,1972,34.655,-101.64,"(34.655000, -101.640000)"
Lider (b),14649,Valid,H5,1800,Found,1972,34.655,-101.64,"(34.655000, -101.640000)"
Lime Creek,14651,Valid,"Iron, IAB-ung",20000,Found,1834,31.55,-87.51667,"(31.550000, -87.516670)"
Lincoln County,14654,Valid,L6,4500,Found,1937,39.36667,-103.16667,"(39.366670, -103.166670)"
Linville,14656,Valid,"Iron, IAB-sHH",442,Found,1882,35.86667,-81.91667,"(35.866670, -81.916670)"
Linwood,14657,Valid,"Iron, IAB-MG",46000,Found,1940,41.43333,-96.96667,"(41.433330, -96.966670)"
Little Ash Creek,14662,Valid,L5,21.4,Found,2001,34.38667,-112.02833,"(34.386670, -112.028330)"
Little Harquahala Mountains,53484,Valid,H-melt rock,262.2,Found,2006,33.69177,-113.63612,"(33.691770, -113.636120)"
Little River (a),14665,Valid,H6,4400,Found,1967,38.38333,-98.01667,"(38.383330, -98.016670)"
Little River (b),14666,Valid,H4/5,11700,Found,1965,38.44,-98.06667,"(38.440000, -98.066670)"
Little Spring Creek,30743,Valid,H5,2950,Found,1937,37.68333,-105.7,"(37.683330, -105.700000)"
Littlerock,14667,Valid,H6,19050,Found,1979,34.51667,-117.98333,"(34.516670, -117.983330)"
Livingston (Montana),14668,Valid,"Iron, IIIAB",1600,Found,1936,45.6,-110.58333,"(45.600000, -110.583330)"
Livingston (Tennessee),14669,Valid,"Iron, IAB-ung",235,Found,1937,36.41667,-85.25,"(36.416670, -85.250000)"
Llano River,53635,Valid,"Iron, IIIAB",4318,Found,1975,30.52213,-99.73698,"(30.522130, -99.736980)"
Lockney,14672,Valid,L6,824,Found,1944,34.15,-101.3,"(34.150000, -101.300000)"
Locust Grove,14673,Valid,"Iron, IIAB",10000,Found,1857,33.33333,-84.1,"(33.333330, -84.100000)"
Logan,14677,Valid,H5,1315,Found,1918,36.58333,-100.2,"(36.583330, -100.200000)"
Lombard,14679,Valid,"Iron, IIAB",7000,Found,1953,46.1,-111.4,"(46.100000, -111.400000)"
Lonaconing,14680,Valid,"Iron, IAB-sHL",1400,Found,1888,39.41667,-79.15,"(39.416670, -79.150000)"
Lone Star,14682,Valid,H4,4300,Found,1965,34.25972,-101.40833,"(34.259720, -101.408330)"
Lone Tree,14683,Valid,H4,20676,Found,1971,41.5,-91.47917,"(41.500000, -91.479170)"
Long Island,14694,Valid,L6,564000,Found,1891,39.93333,-99.6,"(39.933330, -99.600000)"
Loomis,14698,Valid,L6,3020,Found,1933,40.46667,-99.5,"(40.466670, -99.500000)"
Loop,14702,Valid,L6,5600,Found,1962,32.9,-102.28333,"(32.900000, -102.283330)"
Loop (b),14703,Valid,H,1600,Found,1964,32.99167,-102.38833,"(32.991670, -102.388330)"
Loop (c),14704,Valid,OC,861,Found,1964,32.98333,-102.38833,"(32.983330, -102.388330)"
Lorenzo,44717,Valid,L5,611.9,Found,1941,41.03333,-102.88333,"(41.033330, -102.883330)"
Loreto,14705,Valid,"Iron, IIIAB",94800,Found,1896,26.01667,-111.36667,"(26.016670, -111.366670)"
Los Lunas,14707,Valid,H4,94.5,Found,1978,34.8125,-106.79167,"(34.812500, -106.791670)"
Lost Creek,14712,Valid,H3.8,4018,Found,1916,39.12417,-98.16778,"(39.124170, -98.167780)"
Lost Draw,14713,Valid,OC,309,Found,1980,33.28944,-102.54306,"(33.289440, -102.543060)"
Lost Lake,14714,Valid,L6,11,Found,1931,37.65,-105.73333,"(37.650000, -105.733330)"
Losttown,14715,Valid,"Iron, IID",3000,Found,1868,34.25,-84.5,"(34.250000, -84.500000)"
Lubbock,14722,Valid,L5,1457.8,Found,1938,33.6,-101.73333,"(33.600000, -101.733330)"
Lucerne Valley 001,14725,Valid,L6,15.8,Found,1963,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 002,14726,Valid,LL4,5.8,Found,1963,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 003,14727,Valid,H6,7.5,Found,1963,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 004,14728,Valid,L6,37.4,Found,1963,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 005,14729,Valid,L6,3.1,Found,1963,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 006,14730,Valid,H4,26.9,Found,1963,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 007,14731,Valid,OC,4.8,Found,1963,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 008,14732,Valid,H4,2,Found,1964,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 009,14733,Valid,H4,3,Found,1965,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 010,14734,Valid,H4,6.4,Found,1965,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 011,14735,Valid,L6,3.8,Found,1968,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 012,14736,Valid,H6,1.2,Found,1968,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 013,14737,Valid,L5,14,Found,1992,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 014,14738,Valid,L5,3.4,Found,1998,34.50133,-116.96467,"(34.501330, -116.964670)"
Lucerne Valley 015,14739,Valid,LL6,12.5,Found,1998,34.5095,-116.95583,"(34.509500, -116.955830)"
Lucerne Valley 016,14740,Valid,L5,4.1,Found,1998,34.5125,-116.95083,"(34.512500, -116.950830)"
Lucerne Valley 017,14741,Valid,L6,12.8,Found,1999,34.5,-116.95,"(34.500000, -116.950000)"
Lucerne Valley 018,14742,Valid,H6,0.97,Found,2002,34.48793,-116.9488,"(34.487930, -116.948800)"
Lucerne Valley 019,14743,Valid,L6,3.91,Found,2002,34.48868,-116.94985,"(34.488680, -116.949850)"
Lucerne Valley 020,14744,Valid,H6,18.4,Found,2002,34.4918,-116.943,"(34.491800, -116.943000)"
Lucerne Valley 021,14745,Valid,H6,3.92,Found,2002,34.49312,-116.94662,"(34.493120, -116.946620)"
Lucerne Valley 022,14746,Valid,LL4,16.49,Found,2002,34.49058,-116.95032,"(34.490580, -116.950320)"
Lucerne Valley 023,14747,Valid,L6,7.56,Found,2002,34.49095,-116.95038,"(34.490950, -116.950380)"
Lucerne Valley 024,14748,Valid,L6,2.71,Found,2003,34.49553,-116.9471,"(34.495530, -116.947100)"
Lucerne Valley 025,31364,Valid,H4,21,Found,2003,34.51087,-116.93545,"(34.510870, -116.935450)"
Lucerne Valley 026,30746,Valid,L5,5.6,Found,2003,34.5001,-116.94217,"(34.500100, -116.942170)"
Lucerne Valley 027,30747,Valid,L6,3.1,Found,2003,34.48715,-116.95337,"(34.487150, -116.953370)"
Lucerne Valley 028,35466,Valid,CK4,3,Found,2003,34.4875,-116.95567,"(34.487500, -116.955670)"
Lucerne Valley 029,35467,Valid,CK4,10.1,Found,2003,34.487,-116.956,"(34.487000, -116.956000)"
Lucerne Valley 030,35468,Valid,CK4,4.12,Found,2004,34.48708,-116.95797,"(34.487080, -116.957970)"
Lucerne Valley 031,35469,Valid,CK4,3.22,Found,2004,34.4871,-116.9578,"(34.487100, -116.957800)"
Lucerne Valley 032,35470,Valid,CK4,11.87,Found,2004,34.49015,-116.94985,"(34.490150, -116.949850)"
Lucerne Valley 035,35471,Valid,CK4,0.92,Found,2004,34.4868,-116.95837,"(34.486800, -116.958370)"
Lucerne Valley 036,35472,Valid,CK4,2.48,Found,2004,34.48793,-116.95638,"(34.487930, -116.956380)"
Lucerne Valley 037,35473,Valid,CK4,0.9,Found,2004,34.48887,-116.95223,"(34.488870, -116.952230)"
